,Investigation Type,Event Date,Location,Country,Airport Name,Injury Severity,Aircraft Damage,Make,Model,Amateur Built,Number Of Engines,Engine Type,Purpose Of Flight,Total Fatal Injuries,Total Serious Injuries,Total Minor Injuries,Total Uninjured,Weather Condition,Broad Phase Of Flight,Total Passengers,Make-Model
60606,Accident,2006-05-07,"CODY, WY",United States,Unknown,Non-Fatal,Substantial,Piper,PA-18-150,No,1.0,Reciprocating,Business,0.5450483991064781,1.0,2.0,1.0,VMC,Landing,4.545048399106478,Piper PA-18-150
60622,Accident,2006-05-10,"ILIAMNA, AK",United States,Unknown,Non-Fatal,Substantial,Piper,PA-18,No,1.0,Reciprocating,Business,0.5450483991064781,1.0,2.0,2.0,VMC,Approach,5.545048399106478,Piper PA-18
60628,Accident,2006-05-11,"DONGOLA, IL",United States,Unknown,Non-Fatal,Substantial,Piper,PA-30,No,2.0,Reciprocating,Business,0.5450483991064781,1.0,2.0,3.0,VMC,Landing,6.545048399106478,Piper PA-30
60896,Accident,2006-06-22,"LEBANON, TN",United States,Lebanon Municipal Airport,Non-Fatal,Substantial,Cessna,R182,No,1.0,Reciprocating,Positioning,0.5450483991064781,1.0,1.0,1.0,VMC,Descent,3.545048399106478,Cessna R182
61087,Accident,2006-07-21,"ROME, GA",United States,Richard B. Russell,Non-Fatal,Substantial,Cessna,172F,No,1.0,Reciprocating,Business,0.5450483991064781,3.0,1.0,1.0,VMC,Maneuvering,5.545048399106478,Cessna 172F
61220,Accident,2006-08-09,"COLDFOOT, AK",United States,Unknown,Non-Fatal,Substantial,Piper,PA-12,No,1.0,Reciprocating,Business,0.5450483991064781,3.0,1.0,1.0,VMC,Landing,5.545048399106478,Piper PA-12
61370,Accident,2006-09-05,"HONDO, TX",United States,HONDO MUNI,Non-Fatal,Substantial,Beech,B200,No,2.0,Turbo Prop,Positioning,0.5450483991064781,3.0,1.0,1.0,VMC,Taxi,5.545048399106478,Beech B200
61374,Accident,2006-09-06,"CEDAR RAPIDS, IA",United States,Unknown,Non-Fatal,Substantial,Cessna,T206H,No,1.0,Reciprocating,Business,0.5450483991064781,3.0,1.0,3.0,VMC,Climb,7.545048399106478,Cessna T206H
61436,Accident,2006-09-18,"KOLIGANEK, AK",United States,Unknown,Non-Fatal,Substantial,Piper,PA-18,No,1.0,Reciprocating,Business,0.5450483991064781,3.0,1.0,2.0,VMC,Maneuvering,6.545048399106478,Piper PA-18
61504,Accident,2006-10-05,"SPOKANE, WA",United States,Spokane International,Non-Fatal,Substantial,Cessna,T182T,No,1.0,Reciprocating,Business,0.5450483991064781,3.0,1.0,1.0,VMC,Landing,5.545048399106478,Cessna T182T
61864,Accident,2006-12-26,"NORTH ST. LOUIS, MO",United States,Unknown,Non-Fatal,Substantial,Cessna,T210L,No,1.0,Reciprocating,Positioning,0.5450483991064781,3.0,1.0,1.0,VMC,Cruise,5.545048399106478,Cessna T210L
62008,Accident,2007-02-02,"CAPE GIRARDEAU, MO",United States,Cape Girardeau,Non-Fatal,Substantial,Raytheon Aircraft Company,B200,No,2.0,Turbo Prop,Business,0.5450483991064781,3.0,1.0,2.0,VMC,Cruise,6.545048399106478,Raytheon Aircraft Company B200
62011,Accident,2007-02-02,"Dartmouth, MA",United States,New Bedford Regional Airport,Fatal,Destroyed,Socata,TBM 700,No,1.0,Turbo Prop,Executive/corporate,3.0,3.0,1.0,2.0,IMC,Go-around,9.0,Socata TBM 700
62150,Accident,2007-03-09,"MUNSTER, IN",United States,Lansing Municipal Airport,Fatal,Substantial,Beech,58,No,2.0,Reciprocating,Executive/corporate,2.0,3.0,1.0,2.0,VMC,Approach,8.0,Beech 58
62493,Accident,2007-05-09,"FAIRMONT, WV",United States,Fairmount Municipal,Non-Fatal,Substantial,Piper,PA-28-180,No,1.0,Reciprocating,Business,0.5450483991064781,3.0,2.0,1.0,VMC,Landing,6.545048399106478,Piper PA-28-180
62675,Accident,2007-06-10,"NOVATO, CA",United States,Gnoss Field,Non-Fatal,Substantial,Cirrus Design Corp.,SR22,No,1.0,Reciprocating,Business,0.5450483991064781,0.0,0.0,3.0,VMC,Landing,3.545048399106478,Cirrus Design Corp. SR22
62739,Accident,2007-06-19,"RENO, NV",United States,Reno,Non-Fatal,Substantial,Waco,UPF-7,No,1.0,Reciprocating,Other Work Use,0.5450483991064781,0.0,0.0,2.0,VMC,Landing,2.545048399106478,Waco UPF-7
62845,Accident,2007-07-03,"LOVELAND, CO",United States,Fort Collins-Loveland Muni,Non-Fatal,Substantial,Cessna,T210N,No,1.0,Reciprocating,Business,0.5450483991064781,0.0,0.0,2.0,VMC,Landing,2.545048399106478,Cessna T210N
62912,Incident,2007-07-11,"Orlando, FL",United States,Unknown,Incident,Minor,Piper,PA-31-350,No,2.0,Reciprocating,Positioning,0.0,0.0,0.0,1.0,VMC,Cruise,1.0,Piper PA-31-350
63011,Accident,2007-07-24,"BAKER CITY, OR",United States,BAKER CITY MUNICIPAL,Non-Fatal,Substantial,Cessna,182P,No,1.0,Reciprocating,Business,0.5450483991064781,0.0,0.0,2.0,VMC,Landing,2.545048399106478,Cessna 182P
63036,Accident,2007-07-27,"WALLKILL, NY",United States,Kobelt Airport,Non-Fatal,Substantial,Beech,65-A90,No,2.0,Turbo Prop,Business,0.5450483991064781,0.0,0.0,3.0,VMC,Landing,3.545048399106478,Beech 65-A90
63085,Accident,2007-08-01,"ANAKTUVUK PASS, AK",United States,Unknown,Non-Fatal,Substantial,Piper,PA-18,No,1.0,Reciprocating,Business,0.5450483991064781,0.0,0.0,1.0,VMC,Approach,1.545048399106478,Piper PA-18
63170,Accident,2007-08-14,"PAGE, AZ",United States,PAGE MUNI,Non-Fatal,Substantial,Cessna,182H,No,1.0,Reciprocating,Positioning,0.5450483991064781,0.0,0.0,1.0,VMC,Taxi,1.545048399106478,Cessna 182H
63182,Incident,2007-08-15,"Alton, IL",United States,St. Louis Regional Airport,Incident,Minor,Piper,PA-32R-301T,No,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Descent,1.0,Piper PA-32R-301T
63205,Accident,2007-08-18,"ILIAMNA, AK",United States,Unknown,Non-Fatal,Substantial,Cessna,U206G,No,1.0,Reciprocating,Positioning,0.5450483991064781,0.0,0.0,1.0,VMC,Taxi,1.545048399106478,Cessna U206G
63323,Accident,2007-09-05,"CROSS CITY, FL",United States,Unknown,Non-Fatal,Substantial,Cessna,208B,No,1.0,Turbo Prop,Positioning,0.5450483991064781,0.0,0.0,1.0,VMC,Cruise,1.545048399106478,Cessna 208B
63326,Accident,2007-09-06,"BERNARDSVILLE, NJ",United States,Unknown,Non-Fatal,Substantial,Piper,PA-23-250,No,2.0,Reciprocating,Positioning,0.5450483991064781,0.0,0.0,1.0,VMC,Cruise,1.545048399106478,Piper PA-23-250
63382,Accident,2007-09-13,"Whitfield, AL",United States,Unknown,Fatal,Destroyed,Piper,PA-32R-301,No,1.0,Reciprocating,Positioning,1.0,0.0,1.0,3.0,IMC,Cruise,5.0,Piper PA-32R-301
63462,Accident,2007-09-28,"PAMPA, TX",United States,PERRY LEFORS FIELD,Non-Fatal,Substantial,Piper,PA-31-350,No,2.0,Reciprocating,Positioning,0.5450483991064781,0.0,1.0,1.0,IMC,Landing,2.545048399106478,Piper PA-31-350
63505,Accident,2007-10-04,"Pagosa Springs, CO",United States,Not Applicable,Fatal,Destroyed,Raytheon Aircraft Company,C90A,No,2.0,Turbo Prop,Positioning,3.0,0.0,1.0,1.0,IMC,Descent,5.0,Raytheon Aircraft Company C90A
63584,Accident,2007-10-17,"GOODLAND, KS",United States,Renner Field,Non-Fatal,Substantial,Learjet,35A,No,2.0,Turbo Fan,Business,0.5450483991064781,0.0,1.0,2.0,IMC,Landing,3.545048399106478,Learjet 35A
63623,Accident,2007-10-24,"PILOT POINT, AK",United States,Unknown,Non-Fatal,Substantial,Piper,PA-18,No,1.0,Reciprocating,Other Work Use,0.5450483991064781,0.0,1.0,2.0,VMC,Go-around,3.545048399106478,Piper PA-18
63657,Accident,2007-10-31,"STOCKTON, CA",United States,Private Airstrip,Non-Fatal,Substantial,Piper,PA-18-150,No,1.0,Reciprocating,Business,0.5450483991064781,0.0,0.0,2.0,VMC,Taxi,2.545048399106478,Piper PA-18-150
63662,Accident,2007-11-01,"LAFAYETTE, IN",United States,Purdue University Airport,Non-Fatal,Substantial,Mooney,M20E,No,1.0,Reciprocating,Business,0.5450483991064781,0.0,0.0,1.0,VMC,Cruise,1.545048399106478,Mooney M20E
63695,Accident,2007-11-06,"Garberville, CA",United States,Garberville Airport,Fatal,Destroyed,Cessna,340,No,2.0,Reciprocating,Business,3.0,0.0,0.0,0.0,IMC,Approach,3.0,Cessna 340
63696,Accident,2007-11-06,"Chino, CA",United States,Chino Airport,Fatal,Destroyed,Beech,A100,No,2.0,Turbo Prop,Executive/corporate,2.0,0.0,0.0,0.0,IMC,Takeoff,2.0,Beech A100
63722,Accident,2007-11-12,"SALT LAKE CITY, UT",United States,Salt Lake City,Non-Fatal,Substantial,Piper,PA-31-350,No,2.0,Reciprocating,Positioning,0.0,0.0,0.0,1.0,VMC,Landing,1.0,Piper PA-31-350
63771,Accident,2007-11-26,"OWENSBORO, KY",United States,Owensboro - Caviess County Apt,Fatal,Substantial,Cessna,310R,No,2.0,Reciprocating,Positioning,1.0,0.0,0.0,0.0,IMC,Approach,1.0,Cessna 310R
63828,Accident,2007-12-10,"Salmon, ID",United States,Lemhi County Airport,Fatal,Destroyed,Beech,200,No,2.0,Turbo Prop,Executive/corporate,2.0,0.0,0.0,2.0,IMC,Takeoff,4.0,Beech 200
63916,Accident,2008-01-02,"Brunswick, GA",United States,Malcolm McKinnon Airport,Non-Fatal,Substantial,Beech,A36,No,1.0,Reciprocating,Business,0.0,0.0,0.0,3.0,VMC,Unknown,3.0,Beech A36
63961,Accident,2008-01-16,"Aniak, AK",United States,Aniak,Non-Fatal,Substantial,Cessna,207,No,1.0,Reciprocating,Positioning,0.0,0.0,1.0,0.0,IMC,Unknown,1.0,Cessna 207
63963,Accident,2008-01-16,"Hereford, TX",United States,ford Municipal Airport,Non-Fatal,Substantial,Beech,58P,No,2.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC,Unknown,2.0,Beech 58P
63985,Accident,2008-01-23,"Cahokia, IL",United States,St. Louis/Downtown,Non-Fatal,Substantial,Beech,58,No,2.0,Reciprocating,Flight Test,0.0,0.0,0.0,1.0,VMC,Unknown,1.0,Beech 58
63998,Accident,2008-01-27,"Sheffield, TX",United States,Canon Ranch Airport,Non-Fatal,Substantial,Piper,PA-18-150,No,1.0,Reciprocating,Other Work Use,0.0,0.0,1.0,0.0,VMC,Unknown,1.0,Piper PA-18-150
64030,Accident,2008-02-05,"McGrath, AK",United States,Tatitna Airstrip,Non-Fatal,Substantial,De Havilland,DHC-2,No,1.0,Reciprocating,Positioning,0.0,0.0,0.0,1.0,VMC,Unknown,1.0,De Havilland DHC-2
64036,Accident,2008-02-07,"Chefornak, AK",United States,Chefornak,Non-Fatal,Substantial,Cessna,207,No,1.0,Reciprocating,Positioning,0.0,0.0,0.0,1.0,VMC,Unknown,1.0,Cessna 207
64059,Accident,2008-02-10,"Carefree, AZ",United States,Sky Ranch Airport at Carefree,Non-Fatal,Substantial,Cessna,P210N,No,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Unknown,1.0,Cessna P210N
64067,Accident,2008-02-12,"Englewood, CO",United States,Centennial Airport,Non-Fatal,Substantial,Beech,A45,No,1.0,Reciprocating,Other Work Use,0.0,0.0,0.0,2.0,VMC,Unknown,2.0,Beech A45
64070,Accident,2008-02-13,"Sterling, KS",United States,Unknown,Fatal,Destroyed,Piper,PA-23-250,No,2.0,Reciprocating,Positioning,1.0,0.0,0.0,0.0,VMC,Unknown,1.0,Piper PA-23-250
64075,Accident,2008-02-13,"Leesburg, VA",United States,Leesburg Executive Airport,Non-Fatal,Substantial,Beechcraft,390,No,2.0,Turbo Fan,Business,0.0,0.0,0.0,2.0,VMC,Unknown,2.0,Beechcraft 390
64076,Accident,2008-02-13,"Gascoyne Junc, Australia",Australia,Unknown,Fatal,Substantial,Piper,PA-18,No,1.1114300626304803,Unknown,Other Work Use,2.0,0.0,0.0,2.0,VMC,Unknown,4.0,Piper PA-18
64104,Accident,2008-02-21,"Aniak, AK",United States,Aniak,Non-Fatal,Substantial,Learjet,35A,No,2.0,Turbo Jet,Positioning,0.0,0.0,0.0,5.0,VMC,Unknown,5.0,Learjet 35A
64107,Accident,2008-02-22,"Cumberland, MD",United States,Greater Cumberland Regional,Fatal,Substantial,Beech,A36,No,1.0,Reciprocating,Business,2.0,0.0,0.0,0.0,IMC,Unknown,2.0,Beech A36
